Attribute,Description,Valid Values,DependsOn,Required,Source,Parent,Properties,DependsOn Component,Validation Rules,.ID,.Type,.Module,.Root,.SubOf,.Range,.Cardinality,.EditorNote
STS-26T,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_8917,modelSystemName,,"","",STS-26T,Class,Biosample,Model_System,Cell_Line_Model,"","",""
YST-1,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_5192,modelSystemName,,"","",YST-1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
90-8,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_1B47,modelSystemName,,"","",90-8,Class,Biosample,Model_System,Cell_Line_Model,"","",""
S520,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_AX35,modelSystemName,,"","",S520,Class,Biosample,Model_System,Cell_Line_Model,"","",""
S462,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_1Y70,modelSystemName,,"","",S462,Class,Biosample,Model_System,Cell_Line_Model,"","",""
S462.TY,"","","",FALSE,https://web.expasy.org/cellosaurus/VCL_JK02,modelSystemName,,"","",S462.TY,Class,Biosample,Model_System,Cell_Line_Model,"","",""
T265,"","","",FALSE,https://web.expasy.org/cellosaurus/CVCL_S805,modelSystemName,,"","",T265,Class,Biosample,Model_System,Cell_Line_Model,"","",""
sc93.1,Cell line generated by Ray Mattingly's lab.,"","",FALSE,"",modelSystemName,,"","",sc93.1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
Fb93.1,Cell line generated by Ray Mattingly's lab.,"","",FALSE,"",modelSystemName,,"","",Fb93.1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
JH-2-002-CL,Cell line derived from JHU biobank individual,"","",FALSE,"",modelSystemName,,"","",JH-2-002-CL,Class,Biosample,Model_System,Cell_Line_Model,"","",""
JH-2-079-CL,Cell line derived from JHU biobank individual,"","",FALSE,"",modelSystemName,,"","",JH-2-079-CL,Class,Biosample,Model_System,Cell_Line_Model,"","",""
JH-2-103-CL,Cell line derived from JHU biobank individual,"","",FALSE,"",modelSystemName,,"","",JH-2-103-CL,Class,Biosample,Model_System,Cell_Line_Model,"","",""
icNF00.10a,An hTERT-immortalized cutaneous neurofibroma cell line derived from a primary cell culture (cNF00.10a).,"","",FALSE,"",modelSystemName,,"","",icNF00.10a,Class,Biosample,Model_System,Cell_Line_Model,"","",""
cNF00.10a,A primary cutaneous neurofibroma cell line; not broadly available. See the immortalized version (icNF00.10a).,"","",FALSE,"",modelSystemName,,"","",cNF00.10a,Class,Biosample,Model_System,Cell_Line_Model,"","",""
icNF97.2a,An hTERT-immortalized cutaneous neurofibroma cell line derived from a primary cell culture (cNF97.2a).,"","",FALSE,"",modelSystemName,,"","",icNF97.2a,Class,Biosample,Model_System,Cell_Line_Model,"","",""
cNF97.2a,A primary cutaneous neurofibroma cell line; not broadly available. See the immortalized version (icNF97.2a).,"","",FALSE,"",modelSystemName,,"","",cNF97.2a,Class,Biosample,Model_System,Cell_Line_Model,"","",""
icNF97.2b,An hTERT-immortalized cutaneous neurofibroma cell line derived from a primary cell culture (cNF97.2b).,"","",FALSE,"",modelSystemName,,"","",icNF97.2b,Class,Biosample,Model_System,Cell_Line_Model,"","",""
cNF97.2b,A primary cutaneous neurofibroma cell line; not broadly available. See the immortalized version (icNF97.2b).,"","",FALSE,"",modelSystemName,,"","",cNF97.2b,Class,Biosample,Model_System,Cell_Line_Model,"","",""
icNF98.4d,An hTERT-immortalized cutaneous neurofibroma cell line derived from a primary cell culture (cNF98.4d).,"","",FALSE,"",modelSystemName,,"","",icNF98.4d,Class,Biosample,Model_System,Cell_Line_Model,"","",""
cNF98.4d,A primary cutaneous neurofibroma cell line; not broadly available. See the immortalized version (icNF98.4d).,"","",FALSE,"",modelSystemName,,"","",cNF98.4d,Class,Biosample,Model_System,Cell_Line_Model,"","",""
i28NF,An hTERT-immortalized cutaneous neurofibroma cell line derived from a primary cell culture (28NF).,"","",FALSE,"",modelSystemName,,"","",i28NF,Class,Biosample,Model_System,Cell_Line_Model,"","",""
28NF,A primary cutaneous neurofibroma cell line; not broadly available. See the immortalized version (i28NF).,"","",FALSE,"",modelSystemName,,"","",28NF,Class,Biosample,Model_System,Cell_Line_Model,"","",""
icNF04.9a,An hTERT-immortalized cutaneous neurofibroma cell line derived from a primary cell culture (cNF04.9a).,"","",FALSE,"",modelSystemName,,"","",icNF04.9a,Class,Biosample,Model_System,Cell_Line_Model,"","",""
cNF04.9a,A primary cutaneous neurofibroma cell line; not broadly available. See the immortalized version (icNF04.9a).,"","",FALSE,"",modelSystemName,,"","",cNF04.9a,Class,Biosample,Model_System,Cell_Line_Model,"","",""
icNF98.4c,An hTERT-immortalized cutaneous neurofibroma cell line derived from a primary cell culture (cNF98.4c).,"","",FALSE,"",modelSystemName,,"","",icNF98.4c,Class,Biosample,Model_System,Cell_Line_Model,"","",""
cNF98.4c,A primary cutaneous neurofibroma cell line; not broadly available. See the immortalized version (icNF98.4c).,"","",FALSE,"",modelSystemName,,"","",cNF98.4c,Class,Biosample,Model_System,Cell_Line_Model,"","",""
Prss56Cre;R26mT,"Prss56Cre;R26mT is a transgenic non-human animal model for Neurofibromatosis type 1, wherein the Nf1 gene is specifically inactivated in BC cells and derivatives thereof.","","",FALSE,https://patents.google.com/patent/EP3420811A1/en,modelSystemName,,"","",Prss56Cre;R26mT,Class,Biosample,Model_System,Mouse_Model,"","",""
Nf1-OPG,"","","",FALSE,"",modelSystemName,,"","",Nf1-OPG,Class,Biosample,Model_System,Mouse_Model,"","",""
Nf1-OPG-Arg816,"","","",FALSE,"",modelSystemName,,"","",Nf1-OPG-Arg816,Class,Biosample,Model_System,Mouse_Model,"","",""
Nf2-/- Schwann SC (mouse) (PMID26554010),"A Nf2-/- mouse schwann cell line; see PMID:26554010","","",FALSE,"",modelSystemName,,"","",Nf2-/-Schwann_mouse,Class,Biosample,Model_System,Cell_Line_Model,"","",""
SC4 [Mouse schwannoma],"Mouse schwannoma knock-out cell line (RRID:CVCL_JK03)","","",FALSE,"https://web.expasy.org/cellosaurus/CVCL_JK03",modelSystemName,,"","",SC4,Class,Biosample,Model_System,Cell_Line_Model,"","",""
AC007-hTERT,"Human arachnoid cell line","","",FALSE,"",modelSystemName,,"","",AC007-hTERT,Class,Biosample,Model_System,Cell_Line_Model,"","",""
NF2-/- AC007-hTERT,"Knock-out cell line developed by CRISPR targeting NF2 exon 8 in AC007-hTERT","","",FALSE,"",modelSystemName,,"","",hTERT_NF2_arachnoid,Class,Biosample,Model_System,Cell_Line_Model,"","",""
Ben-Men-1,"Human meningioma cell line (RRID:CVCL_1959)","","",FALSE,"https://web.expasy.org/cellosaurus/CVCL_1959",modelSystemName,,"","",Ben-Men-1,Class,Biosample,Model_System,Cell_Line_Model,"","",""
human foreskin fibroblasts,"generic human foreskin fibroblasts, often used as a control cell in toxicology experiments","","",FALSE,Sage Bionetworks,modelSystemName,,"","",human foreskin fibroblasts,Class,Biosample,Cell,fibroblasts,"","",""
Male,"A person who belongs to the sex that normally produces sperm. The term is used to indicate biological sex distinctions, cultural gender role distinctions, or both.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C20197,sex,,"","",Male,Class,Biosample,Sex,"","","",""
Female,"A person who belongs to the sex that normally produces ova. The term is used to indicate biological sex distinctions, or cultural gender role distinctions, or both.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C16576,sex,,"","",Female,Class,Biosample,Sex,"","","",""
Unknown,"Not known, observed, recorded; or reported as unknown by the data contributor.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C17998,sex,,"","",Unknown_Sex,Class,Biosample,Sex,"","","",""
Homo sapiens,Homo sapiens with taxonomy ID: 9606 and Genbank common name: human,"","",FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9606&lvl=3&lin=f&keep=1&srchmode=1&unlock,species,,"","",Human,Class,Biosample,Species,Species,"","",""
Mus musculus,Mus musculus with taxonomy ID: 10090 and Genbank common name: house mouse,"",modelSystemName,FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=10090&lvl=3&lin=f&keep=1&srchmode=1&unlock,species,,"","",Mouse,Class,Biosample,Species,Species,"","",""
Mus musculus (humanized),Mus musculus with taxonomy ID: 10090 and Genbank common name: house mouse,"",modelSystemName,FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=10090&lvl=3&lin=f&keep=1&srchmode=1&unlock,species,,"","",Humanized_Mouse,Class,Biosample,Species,Species,"","",""
Rattus norvegicus,Rattus with taxonomy ID:10116 and Genbank common name: Norway rat,"",modelSystemName,FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=10116&lvl=3&lin=f&keep=1&srchmode=1&unlock,species,,"","",Rat,Class,Biosample,Species,Species,"","",""
Drosophila melanogaster,Drosophila melanogaster with taxonomy ID: 7227 and Genbank common name: fruit fly,"",modelSystemName,FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=7227&lvl=3&p=has_linkout&p=blast_url&p=genome_blast&p=mapview&lin=f&keep=1&srchmode=1&unlock,species,,"","",Fruitfly,Class,Biosample,Species,Species,"","",""
Rhesus macaque,Macaca mulatta with taxonomy ID: 9544 and Genbank common name: Rhesus monkey,"","",FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9544&lvl=3&p=has_linkout&p=blast_url&p=genome_blast&p=mapview&lin=f&keep=1&srchmode=1&unlock,species,,"","",Rhesus_Monkey,Class,Biosample,Species,Species,"","",""
Pan troglodytes,Pan troglodytes with taxonomy ID: 9598 and Genbank common name: chimpanzee,"","",FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9598&lvl=3&lin=f&keep=1&srchmode=1&unlock,species,,"","",Chimpanzee,Class,Biosample,Species,Species,"","",""
Gallus gallus,"The common domestic fowl, Chicken.","","",FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9031,species,,"","",Chicken,Class,Biosample,Species,Species,"","",""
Sus scrofa,Sus scrofa with taxonomy ID: 9823 and Genbank common name: pig,"",modelSystemName,FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9823,species,,"","",Pig,Class,Biosample,Species,Species,"","",""
Oryctolagus cuniculus,Oryctolagus cuniculus with taxonomy ID: 9986 and Genbank common name: rabbit,"",modelSystemName,FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9986&lvl=3&lin=f&keep=1&srchmode=1&unlock,species,,"","",Rabbit,Class,Biosample,Species,Species,"","",""
Danio rerio,Danio rerio with taxonomy ID: 7955 and Genbank common name: zebrafish,"",modelSystemName,FALSE,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=7955&lvl=3&lin=f&keep=1&srchmode=1&unlock,species,,"","",Zebrafish,Class,Biosample,Species,Species,"","",""
Human,"","","",FALSE,"",transplantationRecipientSpecies,,"","",Human,Class,Biosample,Species,"","","",""
Mouse,"","","",FALSE,"",transplantationRecipientSpecies,,"","",Mouse,Class,Biosample,Species,"","","",""
10x_v2,"","","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,dissociationMethod,,"","","",Class,Biosample,Specimen_Processing,Dissociation_Method,"","",""
FACS,"","","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,dissociationMethod,,"","",FACS,Class,Biosample,Specimen_Processing,Dissociation_Method,"","",""
Fluidigm C1,"","","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,dissociationMethod,,"","","",Class,Biosample,Specimen_Processing,Dissociation_Method,"","",""
drop-seq,"","","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,dissociationMethod,,"","",Drop-Seq,Class,Biosample,Specimen_Processing,Dissociation_Method,"","",""
inDrop,"","","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,dissociationMethod,,"","",InDrop,Class,Biosample,Specimen_Processing,Dissociation_Method,"","",""
mouth pipette,"","","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,dissociationMethod,,"","",Mouth_Pipette,Class,Biosample,Specimen_Processing,Dissociation_Method,"","",""
enzymatic,"","","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,dissociationMethod,,"","",Enzymatic,Class,Biosample,Specimen_Processing,Dissociation_Method,"","",""
mechanical,"","","",FALSE,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,dissociationMethod,,"","",Mechanical,Class,Biosample,Specimen_Processing,Dissociation_Method,"","",""
Viably frozen,"","","",FALSE,"",specimenPreparationMethod,,"","",Viably_Frozen,Class,Biosample,Specimen_State,Specimen_State,"","",""
nerve tissue,"Portion of tissue in the nervous system which consists of neurons and glial cells, and may also contain parts of the vasculature.","","",FALSE,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0003714,tissue,,"","",Nerve_Tissue,Class,Biosample,Tissue,"","","",""
optic nerve,The nerve that carries messages from the retina to the brain.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C12761,tissue,,"","",Optic_Nerve,Class,Biosample,Tissue,"","","",""
serum,Liquid derived from blood plasma that has clotting factors removed.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001977,tissue,,"","",Serum,Class,Biosample,Tissue,"","","",""
plasma,"Plasma is the fluid (noncellular) portion of the circulating blood, as distinguished from the serum that is the fluid portion of the blood obtained by removal of the fibrin clot and blood cells after coagulation.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C13356,tissue,,"","",Plasma,Class,Biosample,Tissue,"","","",""
splenocyte,Any leukocyte that is part of a spleen.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_2000074,tissue,,"","",Splenocyte,Class,Biosample,Tissue,"","","",""
blood,A fluid that is composed of blood plasma and erythrocytes.,"","",FALSE,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0000178,tissue,,"","",Blood,Class,Biosample,Tissue,"","","",""
primary tumor,"A primary tumor is the tumor at the initial site of cancer, not where the cancer may have spread or metastasized, called the secondary tumor.","",tumorType,FALSE,https://cancergenome.nih.gov/cancersselected/biospeccriteria,tissue,,"","",Primary_Tumor,Class,Biosample,Tissue,"","","",""
embryonic tissue,A portion of tissue that is part of an embryo.,"","",FALSE,http://purl.obolibrary.org/obo/UBERON_0005291,tissue,,"","",Embryonic_Tissue,Class,Biosample,Tissue,"","","",""
meninges,The three thin layers of tissue that cover and protect the brain and spinal cord.,"","",FALSE,https://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0024758/,tissue,,"","",Meninges,Class,Biosample,Tissue,"","","",""
bone marrow,"The soft, fatty, vascular tissue that fills most bone cavities and is the source of red blood cells and many white blood cells.","","",FALSE,http://purl.obolibrary.org/obo/BTO_0000141,tissue,,"","",Bone_Marrow,Class,Biosample,Tissue,"","","",""
Buccal Mucosa,"The mucosal membranes located on the inside of the cheek, in the buccal cavity.The inner lining of the cheeks.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C12505,tissue,,"","",Buccal_Mucosa,Class,Biosample,Tissue,"","","",""
Dorsal Root Ganglion,Ganglion with sensory function within the vertebral column.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C12462,tissue,,"","",Dorsal_Root_Ganglion,Class,Biosample,Tissue,"","","",""
cerebral cortex,"The outer layer of the cerebrum composed of neurons and unmyelinated nerve fibers. It is responsible for memory, attention, consciousness and other higher levels of mental function.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C12443,tissue,,"","",Cerebral_Cortex,Class,Biosample,Tissue,"","","",""
sciatic nerve,"The longest single nerve that is formed by the merging of the ventral rami of the L4, L5, and S1 in the pelvis and passes down the lower limb where it divides into the common peroneal and tibial nerves","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C52810,tissue,,"","",Sciatic_Nerve,Class,Biosample,Tissue,"","","",""
unspecified,Unspecified tissue or tissues from an organ.,"","",FALSE,Sage Bionetworks,tissue,,"","","","",Biosample,Tissue,"","","",""
whole brain,Brain tissue not limited to a specific region.,"","",FALSE,Sage Bionetworks,tissue,,"","",Whole_Brain_Tissue,Class,Biosample,Tissue,"","","",""
Buffy Coat,The middle layer of an anticoagulated blood specimen following separation by centrifugation. It contains most of the white blood cells and platelets.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C84507,tissue,,"","",Buffy_Coat,Class,Biosample,Tissue,"","","",""
normal,No pathological entity observable.,"","",FALSE,http://purl.obolibrary.org/obo/MPATH_458,"",,"","",Normal,Class,Biosample,Tissue,"","","",""
connective tissue,"","","",FALSE,"",tissue,,"","",Connective_Tissue,Class,Biosample,Tissue,"","","",""
tumor-adjacent normal,Tissue comprised of morphologically normal tissue collected from the area immediately surrounding a tumor.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C164032,tissue,,"","",Tumor_Adjacent_Normal,Class,Biosample,Tissue,"","","",""
PDX tissue,Patient derived xenograft tissue,"","",FALSE,"",tissue,,"","",PDX_Tissue,Class,Biosample,Tissue,"","","",""
CDX tissue,Cell line derived xenograft tissue,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C156443,tissue,,"","",CDX_Tissue,Class,Biosample,Tissue,"","","",""
organoid,Organoids are three-dimensional cell culture models that self-organize into complex organ-like tissues.,"","",FALSE,https://www.nature.com/articles/s41378-020-00185-3,tissue,,"","",Organoid,Class,Biosample,Tissue,"","","",""
spheroid,"Spheroids are 3D culture systems that can be used to model multicellular tumors; more broadly, spheroids can be defined as cell aggregates cultured on nonadherent substrates.","","",FALSE,https://www.nature.com/articles/s41378-020-00185-3,tissue,,"","",Spheroid,Class,Biosample,Tissue,"","","",""
microtissue,"Microtissue usually refers to the microtissue formed by the aggregation of seed cells under the action of cell-cell or cell-extracellular matrix (ECM). Compared with traditional cell monolayer culture, cells are cultivated into a three-dimensional microstructure in a specific way. The microstructure characteristics of microtissue are similar to natural tissues and can promote cell proliferation and differentiation.","","",FALSE,https://doi.org/10.1089/ten.teb.2020.0370,tissue,,"","",Microtissue,Class,Biosample,Tissue,"","","",""
retina,"A light-sensitive membrane that lines the back wall of the eyeball. The retina is continuous with the optic nerve and this way transmits optical images to the brain. [ NCI ]","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C12343,tissue,,"","",retina,Class,Biosample,Tissue,"","","",""
Teratoma,TT,"","",FALSE,ONCOTREE,tumorType,,"","",Teratoma,Class,Biosample,Tumor,Tumor,"","",""
Cutaneous Neurofibroma,A neurofibroma that grows along small branches of nerves in the dermis in patients with neurofibromatosis. It presents as a solid cutaneous tumor.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C128451,tumorType,,"","",Cutaneous_Neurofibroma,Class,Biosample,Tumor,Tumor,"","",""
Subcutaneous Neurofibroma,A neurofibroma that occurs along the peripheral nerves beneath the skin.,"","",FALSE,"",tumorType,,"","",Subcutaneous_Neurofibroma,Class,Biosample,Tumor,Tumor,"","","Not in NCIT, but see https://nyulangone.org/conditions/neurofibromatosis/types"
Plexiform Neurofibroma,"An elongated and multinodular neurofibroma, formed when the tumor involves either multiple trunks of a plexus or multiple fascicles of a large nerve, such as the sciatic. Some plexiform neurofibromas resemble a bag of worms, others produce a massive ropy enlargement of the nerve.","","",FALSE,http://purl.obolibrary.org/obo/NCIT_C3797,tumorType,,"","",Plexiform_Neurofibroma,Class,Biosample,Tumor,Tumor,"","",""
Atypical Neurofibroma,A neurofibroma characterized by the presence of cellular pleomorphism.,"","",FALSE,http://purl.obolibrary.org/obo/NCIT_C41426,tumorType,,"","",Atypical_Neurofibroma,Class,Biosample,Tumor,Tumor,"","",""
Malignant Peripheral Nerve Sheath Tumor,MPNST,"","",FALSE,ONCOTREE,tumorType,,"","",Malignant_Peripheral_Nerve_Sheath_Tumor,Class,Biosample,Tumor,Tumor,"","",""
Glioma,"A benign or malignant brain and spinal cord tumor that arises from glial cells (astrocytes, oligodendrocytes, ependymal cells). Tumors that arise from astrocytes are called astrocytic tumors or astrocytomas. Tumors that arise from oligodendrocytes are called oligodendroglial tumors. Tumors that arise from ependymal cells are called ependymomas.","","",FALSE,http://purl.obolibrary.org/obo/MONDO_0021042,tumorType,,"","",Glioma,Class,Biosample,Tumor,Tumor,"","",""
Low-Grade Glioma NOS,LGGNOS,"","",FALSE,ONCOTREE,tumorType,,"","",Low_Grade_Glioma_NOS,Class,Biosample,Tumor,Tumor,"","",""
Pilocytic Astrocytoma,PAST,"","",FALSE,ONCOTREE,tumorType,,"","",Pilocytic_Astrocytoma,Class,Biosample,Tumor,Tumor,"","",""
Pilomyxoid Astrocytoma,PMA,"","",FALSE,ONCOTREE,tumorType,,"","",Pilomyxoid_Astrocytoma,Class,Biosample,Tumor,Tumor,"","",""
Diffuse Astrocytoma,DA,"","",FALSE,ONCOTREE,tumorType,,"","",Diffuse_Astrocytoma,Class,Biosample,Tumor,Tumor,"","",""
Glioblastoma Multiforme,GBM,"","",FALSE,ONCOTREE,tumorType,,"","",Glioblastoma_Multiforme,Class,Biosample,Tumor,Tumor,"","",""
Anaplastic Pilocytic Astrocytoma,Pilocytic astrocytoma with anaplastic features exhibits a spectrum of morphologies and is associated with decreased survival when compared with typical PA.,"","",FALSE,https://doi.org/10.1097/pas.0b013e3181c75238,tumorType,,"","",Anaplastic_Pilocytic_Astrocytoma,Class,Biosample,Tumor,Tumor,"","",""
Pleomorphic Xanthoastrocytoma,PXA,"","",FALSE,ONCOTREE,tumorType,,"","",Pleomorphic_Xanthoastrocytoma,Class,Biosample,Tumor,Tumor,"","",""
Oligoastrocytoma,OAST,"","",FALSE,ONCOTREE,tumorType,,"","",Oligoastrocytoma,Class,Biosample,Tumor,Tumor,"","",""
High-Grade Glioma NOS,HGGNOS,"","",FALSE,ONCOTREE,tumorType,,"","",High_Grade_Glioma_NOS,Class,Biosample,Tumor,Tumor,"","",""
Unknown,"A tumor of unknown origin, or tumor type missing. ","","",FALSE,Sage Bionetworks,tumorType,,"","",Unknown,Class,Biosample,Tumor,Tumor,"","",""
Anaplastic Astrocytoma,AASTR,"","",FALSE,ONCOTREE,tumorType,,"","",Anaplastic_Astrocytoma,Class,Biosample,Tumor,Tumor,"","",""
Glioblastoma,GB,"","",FALSE,ONCOTREE,tumorType,,"","",Glioblastoma,Class,Biosample,Tumor,Tumor,"","",""
Schwannoma,SCHW,"","",FALSE,ONCOTREE,tumorType,,"","",Schwannoma,Class,Biosample,Tumor,Tumor,"","",""
Meningioma,MNG,"","",FALSE,ONCOTREE,tumorType,,"","",Meningioma,Class,Biosample,Tumor,Tumor,"","",""
Massive Soft Tissue Neurofibroma,"Massive soft tissue neurofibroma is characterized  by local infiltration and extension to multiple nerve branches,  as well as substantial overgrowth of adjacent soft tissue and  skin, which distinguishes it from its more benign variant, plexiform neurofibroma. With striking presentation and  severe dysmorphism, massive soft tissue neurofibroma is also labeled elephantiasis neuromatosa. Although considered benign it  shares similarities with malignant peripheral nerve sheath  tumors such as local infiltration and cell mitogenesis. Massive soft tissue neurofibroma is associated with significant morbidity and mortality and almost no response to  conventional chemotherapy and radiotherapy. Surgery is eventually pursued, although bleeding may be a life-threatening  complication as massive soft tissue neurofibromas are highly  vascularized.","","",FALSE,https://doi.org/10.1177%2F0883073815571635,tumorType,,"","",Massive_Soft_Tissue_Neurofibroma,Class,Biosample,Tumor,Tumor,"","",""
Diffuse Infiltrating Neurofibroma,"Diffuse infiltrating neurofibroma can present as slow-growing, soft tissue masses with overlying skin thickening. These le-sions infiltrate the dermis and the subcutaneous tissue and  characteristically spread along the connective tissues enveloping islands of normal fat. Some of these lesions develop fatty proliferation and can mimic lipomas,  angiolipomas, or angiomyolipomas on imaging and histological evaluation ","","",FALSE,https://doi.org/10.1007/s00256-014-1965-8,tumorType,,"","",Diffuse_Infiltrating_Neurofibroma,Class,Biosample,Tumor,Tumor,"","",""
Localized Neurofibroma,"","","",FALSE,JHU Biobank,tumorType,,"","",Localized_Neurofibroma,Class,Biosample,Tumor,Tumor,"","",""
Neurofibroma with Degenerative Atypia,"","","",FALSE,JHU Biobank,tumorType,,"","",Neurofibroma_With_Degenerative_Atypia,Class,Biosample,Tumor,Tumor,"","",""
Neurofibroma,NFIB,"","",FALSE,"",tumorType,,"","",Neurofibroma,Class,Biosample,Tumor,Tumor,"","",""
Anaplastic Pleomorphic Xanthoastrocytoma,APXA,"","",FALSE,ONCOTREE,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Ganglioglioma,GNG,"","",FALSE,ONCOTREE,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Anaplastic Ganglioglioma,AGNG,"","",FALSE,ONCOTREE,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Optic Pathway Glioma,A glioma that affects the optic nerve. This condition can be seen in association with neurofibromatosis 1. It is most commonly seen in the pediatric age group.,"","",FALSE,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C4537,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Not Applicable,"","","",FALSE,Sage Bionetworks,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Colorectal Adenocarcinoma,(COADREAD) The most common type of colorectal carcinoma. It is chararactized by the presence of malignant glandular epithelial cells invading through the muscularis mucosa into the submucosa.,"","",FALSE,obo:NCIT_C5105,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Colorectal Carcinoma,A malignant epithelial neoplasm that arrises from the colon or rectum and invates through the muscularis mucosa into the submucosa. 95 percent of colorectal carcinoma are colorectal adenocarcinoma -- use this more specific term if it applies.,"","",FALSE,obo:NCIT_C2955,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Recurrent MPNST,The reemergence of malignant peripheral nerve sheath tumor after a period of remission.,"","",FALSE,obo:NCIT_C8823,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Juvenile Myelomonocytic Leukemia,(JMML) A myelodysplastic/myeloproliferative neoplasm of childhood that is characterized by proliferation principally of the granulocytic and monocytic lineages,"","",FALSE,obo:NCIT_C9233,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Sarcoma,"(SARCNOS) An usually aggressive malignant neoplasm of the soft tissue or bone...Representative subtypes are liposarcoma, leiomyosarcoma, osteosarcoma, and chondrosarcoma.","","",FALSE,obo:NCIT_C9118,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
Fibromatosis,A poorly circumscribed neoplasm arising from the soft tissues. It is characterized by the presence of spindle-shaped fibroblasts and an infiltrative growth pattern.,"","",FALSE,obo:NCIT_C3042,tumorType,,"","","",Class,Biosample,Tumor,"","","",""
